Order ID,Ship Mode,Ship Date,Order Date,Region,Estimated Delivery Date,Actual Delivery Date,Order Status,Duration (Days),Late (Days)
CA-2015-121188,Standard Class,9/4/15,8/28/15,West,9/7/15,9/7/15,On-Time,10,0
CA-2015-156013,Standard Class,9/26/15,9/20/15,East,9/29/15,9/29/15,On-Time,9,0
CA-2016-132997,First Class,11/9/16,11/7/16,East,11/12/16,11/12/16,On-Time,5,0
US-2015-160563,Standard Class,10/24/15,10/20/15,West,10/26/15,10/26/15,On-Time,6,0
CA-2017-151750,Standard Class,1/5/17,1/1/17,Central,1/8/17,1/8/17,On-Time,7,0
CA-2015-106187,Standard Class,6/29/15,6/23/15,South,7/4/15,7/2/15,Early,9,0
US-2016-164945,Standard Class,11/27/16,11/22/16,East,11/29/16,11/27/16,Early,5,0
CA-2015-150714,Standard Class,11/1/15,10/26/15,West,11/5/15,11/5/15,On-Time,10,0
CA-2016-105753,Standard Class,10/26/16,10/20/16,South,10/28/16,10/29/16,Late,9,1
CA-2017-120894,Standard Class,5/2/17,4/28/17,South,5/5/17,5/4/17,Early,6,0
CA-2016-106621,Second Class,10/1/16,9/29/16,West,10/6/16,10/6/16,On-Time,7,0
CA-2015-107020,Standard Class,7/14/15,7/10/15,West,7/18/15,7/18/15,On-Time,8,0
US-2015-117492,First Class,8/9/15,8/7/15,East,8/14/15,8/14/15,On-Time,7,0
CA-2014-101392,Standard Class,12/13/14,12/7/14,West,12/18/14,12/17/14,Early,10,0
CA-2015-127502,Standard Class,12/14/15,12/10/15,West,12/17/15,12/15/15,Early,5,0
CA-2017-143658,Second Class,11/13/17,11/8/17,East,11/18/17,11/18/17,On-Time,10,0
CA-2017-133046,Second Class,8/1/17,7/27/17,West,8/6/17,8/4/17,Early,8,0
CA-2017-122798,Standard Class,1/1/18,12/28/17,West,1/4/18,1/8/18,Late,11,4
CA-2016-169663,First Class,3/13/16,3/10/16,West,3/16/16,3/16/16,On-Time,6,0
CA-2015-149846,Standard Class,5/26/15,5/22/15,West,5/29/15,5/29/15,On-Time,7,0
CA-2017-159149,First Class,2/19/17,2/17/17,Central,2/24/17,2/23/17,Early,6,0
US-2017-167570,Standard Class,12/15/17,12/8/17,East,12/20/17,12/20/17,On-Time,12,0
CA-2017-160122,Standard Class,11/23/17,11/18/17,Central,11/25/17,11/25/17,On-Time,7,0
CA-2016-130393,Second Class,12/3/16,12/1/16,Central,12/8/16,12/6/16,Early,5,0
CA-2017-144820,Second Class,10/7/17,10/3/17,Central,10/12/17,10/12/17,On-Time,9,0
CA-2017-101014,Standard Class,9/4/17,8/29/17,West,9/9/17,9/12/17,Late,14,3
CA-2017-105543,Same Day,11/24/17,11/24/17,Central,11/26/17,11/25/17,Early,1,0
US-2017-113201,Standard Class,7/5/17,6/30/17,West,7/10/17,7/9/17,Early,9,0
US-2017-106551,Standard Class,7/27/17,7/22/17,Central,8/1/17,8/6/17,Late,15,5
CA-2016-116722,Standard Class,11/16/16,11/11/16,West,11/19/16,11/19/16,On-Time,8,0
CA-2014-138128,Standard Class,12/15/14,12/9/14,East,12/17/14,12/17/14,On-Time,8,0
US-2017-150070,Standard Class,9/12/17,9/7/17,West,9/17/17,9/16/17,Early,9,0
CA-2015-137064,Standard Class,2/13/15,2/6/15,Central,2/16/15,2/16/15,On-Time,10,0
CA-2017-157350,Standard Class,9/1/17,8/26/17,Central,9/4/17,9/2/17,Early,7,0
CA-2014-127866,First Class,7/23/14,7/20/14,West,7/28/14,7/28/14,On-Time,8,0
CA-2015-131352,Standard Class,10/13/15,10/8/15,Central,10/16/15,10/16/15,On-Time,8,0
CA-2015-121776,Standard Class,2/21/15,2/16/15,West,2/26/15,3/5/15,Late,17,7
CA-2016-118073,Standard Class,8/16/16,8/12/16,South,8/19/16,8/25/16,Late,13,6
CA-2014-103219,Standard Class,11/13/14,11/9/14,East,11/16/14,11/16/14,On-Time,7,0
CA-2016-102561,Standard Class,7/22/16,7/18/16,East,7/26/16,7/26/16,On-Time,8,0
CA-2016-100993,Standard Class,2/10/16,2/5/16,West,2/14/16,2/14/16,On-Time,9,0
US-2014-112949,Standard Class,6/27/14,6/20/14,Central,7/1/14,6/30/14,Early,10,0
US-2017-146822,Standard Class,6/14/17,6/9/17,South,6/17/17,6/16/17,Early,7,0
US-2016-131058,Standard Class,12/31/16,12/27/16,West,1/5/17,1/5/17,On-Time,9,0
CA-2014-167997,First Class,1/29/14,1/26/14,Central,2/1/14,2/1/14,On-Time,6,0
CA-2017-140151,First Class,3/25/17,3/23/17,West,3/28/17,3/27/17,Early,4,0
US-2017-143770,Standard Class,3/24/17,3/20/17,East,3/27/17,3/27/17,On-Time,7,0
CA-2016-131296,Standard Class,10/9/16,10/4/16,East,10/13/16,10/16/16,Late,12,3
CA-2016-103464,Standard Class,11/22/16,11/18/16,West,11/27/16,11/27/16,On-Time,9,0
CA-2017-136238,Standard Class,1/1/18,12/26/17,Central,1/3/18,1/3/18,On-Time,8,0
CA-2016-120803,Standard Class,3/13/16,3/9/16,East,3/15/16,3/14/16,Early,5,0
CA-2016-134138,Standard Class,2/20/16,2/16/16,East,2/25/16,2/23/16,Early,7,0
CA-2015-120915,Second Class,10/3/15,9/28/15,East,10/5/15,10/5/15,On-Time,7,0
CA-2015-168207,Standard Class,11/6/15,11/2/15,West,11/11/15,11/14/15,Late,12,3
CA-2016-144148,Standard Class,8/5/16,7/31/16,West,8/10/16,8/10/16,On-Time,10,0
CA-2017-107174,Standard Class,11/13/17,11/6/17,West,11/16/17,11/16/17,On-Time,10,0
CA-2016-146150,Standard Class,2/19/16,2/14/16,South,2/24/16,2/24/16,On-Time,10,0
CA-2014-114125,Standard Class,7/13/14,7/9/14,West,7/15/14,7/13/14,Early,4,0
CA-2016-114944,Standard Class,2/4/16,1/30/16,Central,2/9/16,2/9/16,On-Time,10,0
CA-2016-135965,First Class,9/25/16,9/22/16,East,9/29/16,9/29/16,On-Time,7,0
CA-2017-149699,First Class,12/24/17,12/22/17,West,12/26/17,12/25/17,Early,3,0
CA-2016-166429,Standard Class,9/8/16,9/2/16,West,9/10/16,9/10/16,On-Time,8,0
CA-2015-112767,Standard Class,8/6/15,8/2/15,West,8/9/15,8/9/15,On-Time,7,0
CA-2015-119879,Standard Class,11/25/15,11/21/15,East,11/28/15,12/4/15,Late,13,6
CA-2017-155642,Standard Class,5/22/17,5/18/17,Central,5/27/17,5/26/17,Early,8,0
US-2017-101721,Standard Class,7/27/17,7/23/17,Central,8/1/17,8/5/17,Late,13,4
CA-2015-136728,Second Class,9/17/15,9/13/15,Central,9/19/15,9/19/15,On-Time,6,0
CA-2016-127194,Standard Class,12/16/16,12/10/16,East,12/18/16,12/17/16,Early,7,0
CA-2015-140375,Second Class,10/5/15,10/2/15,East,10/7/15,10/6/15,Early,4,0
US-2017-155866,Standard Class,11/21/17,11/17/17,East,11/25/17,11/25/17,On-Time,8,0
CA-2015-141327,First Class,12/3/15,11/30/15,South,12/8/15,12/8/15,On-Time,8,0
CA-2015-136700,Second Class,12/11/15,12/6/15,West,12/13/15,12/11/15,Early,5,0
CA-2017-102736,Standard Class,9/9/17,9/5/17,South,9/13/17,9/13/17,On-Time,8,0
CA-2017-125269,Standard Class,4/30/17,4/24/17,Central,5/3/17,5/3/17,On-Time,9,0
CA-2015-114811,Same Day,11/8/15,11/8/15,East,11/10/15,11/10/15,On-Time,2,0
CA-2015-122266,Standard Class,4/30/15,4/26/15,South,5/3/15,5/3/15,On-Time,7,0
CA-2015-141565,Standard Class,9/24/15,9/20/15,South,9/26/15,9/26/15,On-Time,6,0
CA-2017-128769,Standard Class,9/12/17,9/7/17,South,9/15/17,9/14/17,Early,7,0
CA-2016-116337,Standard Class,11/12/16,11/7/16,Central,11/17/16,11/17/16,On-Time,10,0
CA-2015-120845,Standard Class,10/2/15,9/25/15,South,10/7/15,10/5/15,Early,10,0
CA-2014-120775,Standard Class,10/7/14,10/3/14,Central,10/10/14,10/10/14,On-Time,7,0
CA-2014-152905,Standard Class,2/24/14,2/18/14,Central,2/27/14,2/26/14,Early,8,0
CA-2016-104633,Standard Class,6/16/16,6/12/16,West,6/18/16,6/25/16,Late,13,7
CA-2017-104136,Second Class,11/4/17,11/1/17,East,11/6/17,11/6/17,On-Time,5,0
CA-2016-123050,Second Class,4/8/16,4/4/16,East,4/10/16,4/9/16,Early,5,0
CA-2016-162355,Second Class,7/2/16,6/30/16,South,7/6/16,7/6/16,On-Time,6,0
CA-2014-158225,Standard Class,9/28/14,9/22/14,West,10/1/14,10/1/14,On-Time,9,0
CA-2017-102204,Standard Class,5/6/17,5/1/17,South,5/8/17,5/8/17,On-Time,7,0
CA-2017-103065,Same Day,10/20/17,10/20/17,South,10/22/17,10/22/17,On-Time,2,0
CA-2014-109855,Standard Class,9/5/14,9/1/14,East,9/8/14,9/7/14,Early,6,0
CA-2014-109897,Standard Class,8/16/14,8/12/14,West,8/19/14,8/18/14,Early,6,0
US-2014-143581,Standard Class,8/23/14,8/19/14,South,8/28/14,8/28/14,On-Time,9,0
CA-2015-129217,Same Day,5/10/15,5/10/15,Central,5/13/15,5/13/15,On-Time,3,0
CA-2016-133816,Second Class,5/13/16,5/10/16,East,5/15/16,5/20/16,Late,10,5
CA-2015-140221,Second Class,3/9/15,3/5/15,Central,3/12/15,3/16/15,Late,11,4
CA-2017-152310,Standard Class,8/19/17,8/12/17,West,8/23/17,8/21/17,Early,9,0
CA-2016-118101,Same Day,6/26/16,6/26/16,Central,6/28/16,6/28/16,On-Time,2,0
CA-2016-100307,Standard Class,12/19/16,12/15/16,South,12/24/16,12/24/16,On-Time,9,0
CA-2015-138457,Standard Class,9/17/15,9/13/15,South,9/19/15,9/19/15,On-Time,6,0
CA-2014-131800,Standard Class,1/4/15,12/30/14,East,1/8/15,1/8/15,On-Time,9,0
CA-2014-118304,Standard Class,5/4/14,4/29/14,East,5/7/14,5/12/14,Late,13,5
CA-2017-121790,Standard Class,2/6/17,1/30/17,Central,2/9/17,2/9/17,On-Time,10,0
CA-2016-169670,Standard Class,12/31/16,12/25/16,East,1/4/17,1/2/17,Early,8,0
CA-2016-139549,Standard Class,10/25/16,10/20/16,West,10/27/16,10/26/16,Early,6,0
CA-2015-104059,Second Class,6/15/15,6/13/15,East,6/18/15,6/18/15,On-Time,5,0
CA-2017-164112,Standard Class,7/4/17,6/30/17,East,7/8/17,7/8/17,On-Time,8,0
CA-2015-143882,Standard Class,6/30/15,6/26/15,East,7/2/15,7/8/15,Late,12,6
US-2016-139262,Standard Class,2/25/16,2/21/16,South,2/29/16,2/29/16,On-Time,8,0
CA-2017-146192,Standard Class,4/26/17,4/22/17,South,4/28/17,5/4/17,Late,12,6
CA-2017-134810,First Class,5/10/17,5/9/17,South,5/13/17,5/13/17,On-Time,4,0
CA-2015-154284,Second Class,12/26/15,12/21/15,Central,12/31/15,12/30/15,Early,9,0
CA-2014-156244,Standard Class,8/16/14,8/12/14,South,8/19/14,8/19/14,On-Time,7,0
CA-2015-106362,Standard Class,12/15/15,12/11/15,East,12/17/15,12/16/15,Early,5,0
US-2017-168802,Standard Class,11/7/17,11/3/17,West,11/12/17,11/16/17,Late,13,4
US-2017-146906,Standard Class,3/17/17,3/13/17,East,3/19/17,3/17/17,Early,4,0
CA-2016-166380,Standard Class,6/3/16,5/30/16,South,6/8/16,6/8/16,On-Time,9,0
US-2015-158911,Standard Class,7/11/15,7/5/15,South,7/16/15,7/15/15,Early,10,0
US-2014-103338,Standard Class,3/15/14,3/11/14,West,3/19/14,3/18/14,Early,7,0
CA-2015-109169,Standard Class,4/24/15,4/20/15,Central,4/29/15,4/27/15,Early,7,0
US-2017-167318,Standard Class,8/1/17,7/26/17,West,8/4/17,8/6/17,Late,11,2
US-2014-120313,Second Class,11/2/14,10/31/14,West,11/7/14,11/6/14,Early,6,0
CA-2017-135419,Standard Class,11/9/17,11/3/17,West,11/12/17,11/12/17,On-Time,9,0
CA-2016-128671,Standard Class,8/16/16,8/11/16,Central,8/19/16,8/18/16,Early,7,0
CA-2016-149335,Same Day,7/25/16,7/25/16,West,7/29/16,7/29/16,On-Time,4,0
CA-2014-168312,Standard Class,3/7/14,3/1/14,Central,3/9/14,3/9/14,On-Time,8,0
US-2017-105935,Standard Class,1/31/17,1/26/17,South,2/4/17,2/4/17,On-Time,9,0
CA-2014-161508,Standard Class,7/16/14,7/12/14,Central,7/21/14,7/21/14,On-Time,9,0
CA-2017-130904,Standard Class,4/16/17,4/11/17,South,4/19/17,4/18/17,Early,7,0
CA-2017-133620,Standard Class,11/18/17,11/13/17,East,11/21/17,11/26/17,Late,13,5
CA-2015-142937,First Class,12/6/15,12/5/15,Central,12/10/15,12/9/15,Early,4,0
US-2016-149790,Standard Class,10/1/16,9/26/16,Central,10/3/16,10/3/16,On-Time,7,0
CA-2016-130778,Standard Class,11/25/16,11/19/16,East,11/30/16,12/2/16,Late,13,2
CA-2017-144456,First Class,9/9/17,9/8/17,South,9/11/17,9/11/17,On-Time,3,0
CA-2017-103478,Second Class,7/24/17,7/21/17,Central,7/27/17,7/26/17,Early,5,0
CA-2017-118577,Standard Class,10/11/17,10/6/17,East,10/16/17,10/16/17,On-Time,10,0
CA-2017-113572,Standard Class,11/11/17,11/7/17,East,11/15/17,11/15/17,On-Time,8,0
CA-2016-153269,First Class,3/12/16,3/9/16,East,3/14/16,3/18/16,Late,9,4
CA-2017-161655,Second Class,5/18/17,5/13/17,East,5/20/17,5/20/17,On-Time,7,0
CA-2016-101469,Standard Class,7/8/16,7/2/16,South,7/12/16,7/12/16,On-Time,10,0
CA-2014-153087,Standard Class,1/3/15,12/27/14,South,1/7/15,1/7/15,On-Time,11,0
CA-2017-135076,Standard Class,4/17/17,4/13/17,West,4/21/17,4/21/17,On-Time,8,0
CA-2014-161634,Standard Class,11/20/14,11/14/14,South,11/25/14,11/25/14,On-Time,11,0
CA-2017-141481,First Class,6/14/17,6/11/17,West,6/18/17,6/17/17,Early,6,0
CA-2016-132549,Standard Class,11/30/16,11/25/16,South,12/5/16,12/3/16,Early,8,0
US-2014-155544,Standard Class,3/25/14,3/21/14,South,3/30/14,4/2/14,Late,12,3
US-2015-115238,Standard Class,5/4/15,4/30/15,East,5/9/15,5/9/15,On-Time,9,0
CA-2017-132199,Standard Class,5/8/17,5/3/17,East,5/12/17,5/12/17,On-Time,9,0
CA-2016-163174,Standard Class,8/30/16,8/26/16,South,9/4/16,9/4/16,On-Time,9,0
CA-2014-110555,Standard Class,4/18/14,4/11/14,West,4/23/14,4/23/14,On-Time,12,0
CA-2017-147207,Second Class,1/4/17,1/2/17,Central,1/8/17,1/9/17,Late,7,1
CA-2017-137631,Standard Class,5/2/17,4/28/17,South,5/6/17,5/8/17,Late,10,2
CA-2017-157273,First Class,2/2/17,1/30/17,West,2/5/17,2/4/17,Early,5,0
CA-2014-109918,Second Class,9/12/14,9/7/14,West,9/17/14,9/17/14,On-Time,10,0
CA-2016-118745,Standard Class,6/16/16,6/11/16,West,6/21/16,6/19/16,Early,8,0
CA-2016-163972,Standard Class,10/21/16,10/17/16,West,10/26/16,10/26/16,On-Time,9,0
CA-2014-165393,First Class,12/30/14,12/27/14,Central,1/2/15,1/2/15,On-Time,6,0
CA-2016-113726,Standard Class,12/1/16,11/24/16,West,12/6/16,12/6/16,On-Time,12,0
CA-2016-152940,First Class,11/13/16,11/10/16,West,11/17/16,11/15/16,Early,5,0
CA-2015-158701,Standard Class,1/10/15,1/5/15,West,1/12/15,1/12/15,On-Time,7,0
CA-2017-156272,Standard Class,3/27/17,3/21/17,South,3/31/17,3/31/17,On-Time,10,0
CA-2015-162964,Standard Class,11/18/15,11/12/15,Central,11/23/15,11/21/15,Early,9,0
CA-2014-103527,Second Class,9/14/14,9/9/14,Central,9/16/14,9/16/14,On-Time,7,0
CA-2016-134544,Second Class,3/19/16,3/17/16,West,3/23/16,3/23/16,On-Time,6,0
CA-2016-163048,Standard Class,2/15/16,2/8/16,Central,2/17/16,2/23/16,Late,15,6
CA-2016-145135,First Class,11/28/16,11/26/16,East,12/1/16,11/29/16,Early,3,0
CA-2017-137582,Standard Class,9/8/17,9/4/17,West,9/11/17,9/11/17,On-Time,7,0
CA-2015-149601,Standard Class,6/3/15,5/28/15,East,6/7/15,6/7/15,On-Time,10,0
CA-2014-139423,Standard Class,11/5/14,11/1/14,East,11/9/14,11/8/14,Early,7,0
CA-2016-102596,First Class,12/30/16,12/27/16,East,1/2/17,1/2/17,On-Time,6,0
CA-2017-153227,First Class,12/6/17,12/4/17,West,12/10/17,12/8/17,Early,4,0
CA-2017-110625,Standard Class,12/30/17,12/23/17,East,1/4/18,1/4/18,On-Time,12,0
CA-2016-142594,Second Class,12/6/16,12/1/16,East,12/11/16,12/11/16,On-Time,10,0
CA-2014-152254,Same Day,6/30/14,6/30/14,South,7/2/14,7/2/14,On-Time,2,0
US-2014-120236,First Class,9/4/14,9/3/14,Central,9/6/14,9/6/14,On-Time,3,0
CA-2017-120061,Second Class,11/7/17,11/2/17,East,11/9/17,11/9/17,On-Time,7,0
CA-2015-133837,Standard Class,4/18/15,4/13/15,West,4/21/15,4/21/15,On-Time,8,0
CA-2015-110814,Second Class,12/9/15,12/5/15,East,12/13/15,12/13/15,On-Time,8,0
CA-2016-154067,Standard Class,2/7/16,2/1/16,West,2/10/16,2/12/16,Late,11,2
CA-2017-140480,Standard Class,7/12/17,7/8/17,East,7/16/17,7/16/17,On-Time,8,0
CA-2015-134082,Standard Class,12/17/15,12/11/15,West,12/22/15,12/22/15,On-Time,11,0
CA-2016-130820,Same Day,11/15/16,11/15/16,South,11/18/16,11/18/16,On-Time,3,0
CA-2016-159765,Second Class,5/12/16,5/9/16,South,5/15/16,5/21/16,Late,12,6
CA-2017-132290,Standard Class,3/14/17,3/10/17,Central,3/19/17,3/19/17,On-Time,9,0
CA-2016-147109,Standard Class,12/21/16,12/17/16,Central,12/26/16,12/24/16,Early,7,0
CA-2017-107265,Standard Class,4/12/17,4/6/17,Central,4/14/17,4/14/17,On-Time,8,0
CA-2017-118199,First Class,5/11/17,5/9/17,West,5/14/17,5/14/17,On-Time,5,0
CA-2017-150091,Standard Class,10/16/17,10/12/17,East,10/19/17,10/19/17,On-Time,7,0
CA-2016-137652,First Class,8/30/16,8/28/16,East,9/3/16,9/3/16,On-Time,6,0
CA-2015-128356,Standard Class,10/7/15,10/2/15,West,10/11/15,10/9/15,Early,7,0
CA-2017-167017,First Class,11/25/17,11/23/17,Central,11/29/17,12/3/17,Late,10,4
US-2017-132220,Standard Class,11/16/17,11/12/17,West,11/21/17,11/20/17,Early,8,0
CA-2016-118129,Second Class,12/21/16,12/19/16,East,12/26/16,12/26/16,On-Time,7,0
US-2014-113124,Standard Class,4/5/14,3/30/14,Central,4/7/14,4/7/14,On-Time,8,0
CA-2017-155621,Standard Class,11/13/17,11/8/17,East,11/16/17,11/16/17,On-Time,8,0
US-2014-127635,Second Class,9/18/14,9/14/14,Central,9/22/14,9/22/14,On-Time,8,0
CA-2015-151470,Standard Class,9/26/15,9/20/15,West,9/28/15,9/27/15,Early,7,0
CA-2015-112823,Standard Class,12/16/15,12/10/15,East,12/21/15,12/21/15,On-Time,11,0
CA-2014-108861,Standard Class,6/1/14,5/28/14,West,6/5/14,6/5/14,On-Time,8,0
CA-2017-114370,Second Class,3/17/17,3/14/17,Central,3/19/17,3/19/17,On-Time,5,0
CA-2016-158302,Second Class,12/12/16,12/8/16,East,12/15/16,12/13/16,Early,5,0
CA-2017-145779,Standard Class,5/10/17,5/6/17,West,5/13/17,5/13/17,On-Time,7,0
US-2016-155173,Standard Class,3/10/16,3/6/16,East,3/14/16,3/12/16,Early,6,0
CA-2017-125451,First Class,10/24/17,10/23/17,East,10/27/17,10/27/17,On-Time,4,0
CA-2014-131387,First Class,4/30/14,4/28/14,West,5/2/14,5/2/14,On-Time,4,0
CA-2016-125087,Standard Class,4/23/16,4/18/16,Central,4/27/16,4/27/16,On-Time,9,0
CA-2016-154081,Standard Class,5/29/16,5/22/16,West,6/1/16,6/6/16,Late,15,5
US-2017-118556,Second Class,6/2/17,5/28/17,Central,6/4/17,6/3/17,Early,6,0
CA-2014-126200,Standard Class,8/29/14,8/25/14,Central,9/1/14,9/1/14,On-Time,7,0
CA-2014-146500,Standard Class,9/4/14,8/30/14,East,9/6/14,9/5/14,Early,6,0
CA-2015-169537,Second Class,9/7/15,9/3/15,Central,9/12/15,9/12/15,On-Time,9,0
CA-2014-100881,Standard Class,4/1/14,3/28/14,West,4/6/14,4/6/14,On-Time,9,0
CA-2015-144043,Standard Class,5/15/15,5/10/15,West,5/18/15,5/18/15,On-Time,8,0
CA-2015-116512,Standard Class,4/14/15,4/9/15,East,4/17/15,4/17/15,On-Time,8,0
CA-2015-101000,Standard Class,4/14/15,4/9/15,East,4/16/15,4/23/15,Late,14,7
CA-2016-168557,Standard Class,9/23/16,9/19/16,West,9/25/16,10/2/16,Late,13,7
US-2016-164196,Standard Class,11/17/16,11/11/16,Central,11/21/16,11/21/16,On-Time,10,0
US-2017-132031,Standard Class,4/27/17,4/23/17,South,5/1/17,5/1/17,On-Time,8,0
CA-2015-169733,Second Class,10/26/15,10/22/15,South,10/31/15,11/2/15,Late,11,2
CA-2017-169404,Standard Class,4/14/17,4/9/17,East,4/19/17,4/19/17,On-Time,10,0
CA-2017-134880,Standard Class,11/1/17,10/27/17,West,11/6/17,11/6/17,On-Time,10,0
CA-2015-145758,Same Day,10/30/15,10/30/15,East,11/4/15,11/10/15,Late,11,6
CA-2017-158736,Standard Class,12/24/17,12/18/17,West,12/26/17,12/26/17,On-Time,8,0
US-2016-119270,Standard Class,3/16/16,3/12/16,West,3/19/16,3/17/16,Early,5,0
CA-2014-109890,Standard Class,7/27/14,7/21/14,Central,7/29/14,7/27/14,Early,6,0
CA-2016-138583,Standard Class,5/28/16,5/24/16,East,5/30/16,5/30/16,On-Time,6,0
US-2017-118535,Standard Class,2/15/17,2/11/17,East,2/18/17,2/21/17,Late,10,3
CA-2016-126284,Standard Class,9/24/16,9/20/16,Central,9/26/16,9/30/16,Late,10,4
CA-2017-142391,Same Day,9/24/17,9/24/17,West,9/28/17,9/28/17,On-Time,4,0
CA-2017-124716,Standard Class,3/31/17,3/27/17,West,4/3/17,4/3/17,On-Time,7,0
CA-2016-158841,Second Class,2/4/16,2/2/16,South,2/6/16,2/6/16,On-Time,4,0
CA-2017-106824,Standard Class,7/11/17,7/7/17,West,7/14/17,7/14/17,On-Time,7,0
CA-2015-109190,Standard Class,10/28/15,10/23/15,Central,11/2/15,11/2/15,On-Time,10,0
CA-2016-143154,Standard Class,12/8/16,12/2/16,West,12/13/16,12/11/16,Early,9,0
CA-2014-169061,Second Class,3/8/14,3/5/14,East,3/12/14,3/12/14,On-Time,7,0
CA-2015-102316,Second Class,3/3/15,3/1/15,West,3/7/15,3/7/15,On-Time,6,0
CA-2014-164903,Standard Class,2/24/14,2/20/14,West,2/28/14,2/26/14,Early,6,0
CA-2016-109400,Standard Class,5/6/16,5/2/16,Central,5/9/16,5/15/16,Late,13,6
CA-2016-130400,Standard Class,3/12/16,3/8/16,Central,3/16/16,3/16/16,On-Time,8,0
CA-2015-135853,First Class,12/14/15,12/11/15,Central,12/16/15,12/15/15,Early,4,0
CA-2016-103359,Standard Class,12/26/16,12/22/16,East,12/29/16,12/29/16,On-Time,7,0
CA-2016-144645,Standard Class,2/8/16,2/2/16,Central,2/13/16,2/13/16,On-Time,11,0
CA-2017-141614,Standard Class,6/9/17,6/5/17,South,6/14/17,6/13/17,Early,8,0
CA-2015-122168,Standard Class,8/26/15,8/21/15,South,8/29/15,8/29/15,On-Time,8,0
CA-2016-132899,Standard Class,4/11/16,4/7/16,East,4/16/16,4/16/16,On-Time,9,0
CA-2017-149720,Second Class,6/7/17,6/4/17,Central,6/10/17,6/10/17,On-Time,6,0
CA-2017-118003,Standard Class,12/10/17,12/4/17,East,12/14/17,12/14/17,On-Time,10,0
CA-2016-141887,Standard Class,1/15/16,1/11/16,East,1/17/16,1/17/16,On-Time,6,0
US-2016-160206,Standard Class,4/7/16,4/1/16,Central,4/11/16,4/11/16,On-Time,10,0
CA-2017-133074,Standard Class,9/25/17,9/21/17,West,9/30/17,9/30/17,On-Time,9,0
CA-2017-161172,Same Day,3/16/17,3/16/17,East,3/21/17,3/21/17,On-Time,5,0
CA-2017-137624,Standard Class,11/17/17,11/10/17,West,11/22/17,11/22/17,On-Time,12,0
CA-2016-156748,Standard Class,12/6/16,11/30/16,Central,12/10/16,12/10/16,On-Time,10,0
CA-2015-169677,Second Class,1/15/15,1/13/15,South,1/19/15,1/17/15,Early,4,0
US-2014-163146,Standard Class,5/20/14,5/16/14,West,5/22/14,5/22/14,On-Time,6,0
CA-2015-157343,Standard Class,6/11/15,6/7/15,East,6/13/15,6/13/15,On-Time,6,0
CA-2017-147354,Standard Class,3/13/17,3/9/17,West,3/16/17,3/16/17,On-Time,7,0
CA-2015-157287,First Class,12/23/15,12/22/15,East,12/27/15,12/27/15,On-Time,5,0
CA-2014-137575,Standard Class,8/11/14,8/6/14,East,8/13/14,8/16/14,Late,10,3
CA-2016-119074,Standard Class,3/31/16,3/27/16,South,4/3/16,4/3/16,On-Time,7,0
CA-2015-149566,Standard Class,12/10/15,12/5/15,West,12/15/15,12/17/15,Late,12,2
CA-2015-126186,First Class,9/12/15,9/11/15,West,9/15/15,9/15/15,On-Time,4,0
CA-2015-121132,Standard Class,7/24/15,7/17/15,Central,7/27/15,7/27/15,On-Time,10,0
CA-2014-140473,Standard Class,6/3/14,5/30/14,Central,6/6/14,6/5/14,Early,6,0
US-2017-102904,Standard Class,11/20/17,11/13/17,South,11/25/17,11/25/17,On-Time,12,0
CA-2016-102092,First Class,12/11/16,12/9/16,South,12/14/16,12/13/16,Early,4,0
CA-2015-117884,Same Day,3/22/15,3/22/15,South,3/25/15,3/25/15,On-Time,3,0
CA-2016-132829,Second Class,12/26/16,12/23/16,Central,12/28/16,1/1/17,Late,9,4
CA-2016-123540,Second Class,4/6/16,4/2/16,Central,4/9/16,4/9/16,On-Time,7,0
US-2017-108315,Standard Class,5/4/17,4/30/17,South,5/7/17,5/8/17,Late,8,1
CA-2016-134110,First Class,11/18/16,11/17/16,Central,11/21/16,11/22/16,Late,5,1
US-2016-136581,First Class,11/12/16,11/10/16,East,11/15/16,11/13/16,Early,3,0
CA-2016-162390,Standard Class,12/12/16,12/6/16,East,12/15/16,12/14/16,Early,8,0
CA-2016-162222,Same Day,4/3/16,4/3/16,Central,4/8/16,4/8/16,On-Time,5,0
CA-2014-121629,Standard Class,12/2/14,11/28/14,Central,12/4/14,12/4/14,On-Time,6,0
CA-2015-164623,First Class,10/22/15,10/20/15,East,10/24/15,10/22/15,Early,2,0
CA-2014-159849,Same Day,9/19/14,9/19/14,West,9/24/14,9/27/14,Late,8,3
CA-2017-101273,Second Class,8/30/17,8/27/17,South,9/1/17,8/30/17,Early,3,0
CA-2017-106747,First Class,7/4/17,7/3/17,East,7/7/17,7/5/17,Early,2,0
CA-2017-146164,Standard Class,12/26/17,12/22/17,Central,12/28/17,12/29/17,Late,7,1
CA-2016-111605,Standard Class,1/2/17,12/27/16,South,1/6/17,1/6/17,On-Time,10,0
CA-2014-130673,Second Class,5/22/14,5/20/14,Central,5/24/14,5/24/14,On-Time,4,0
CA-2014-104808,Second Class,2/8/14,2/4/14,West,2/11/14,2/9/14,Early,5,0
US-2017-132927,Standard Class,12/15/17,12/9/17,East,12/19/17,12/19/17,On-Time,10,0
CA-2017-162015,Standard Class,7/18/17,7/11/17,West,7/23/17,7/23/17,On-Time,12,0
CA-2015-138492,Standard Class,5/22/15,5/15/15,East,5/26/15,5/26/15,On-Time,11,0
